Your Input	Gene ID	Gene Symbol	Gene Name	Description	Mus musculus Ortholog
SYT7	HGNC:11514	SYT7	synaptotagmin 7	Predicted to enable several functions, including calcium ion binding activity; calmodulin binding activity; and phospholipid binding activity. Predicted to be involved in several processes, including calcium ion regulated lysosome exocytosis; regulation of secretion by cell; and synaptic vesicle cycle. Located in extracellular exosome.	MGI:1859545:Syt7
NBPF26	HGNC:49571	NBPF26	NBPF member 26	Predicted to enable calcium ion binding activity. Predicted to be located in cytoplasm.	N.A.
PAK6	Multiple entries : 2
MMP12	HGNC:7158	MMP12	matrix metallopeptidase 12	Enables several functions, including core promoter sequence-specific DNA binding activity; metal ion binding activity; and metalloendopeptidase activity. Involved in several processes, including elastin catabolic process; negative regulation of endothelial cell-matrix adhesion via fibronectin; and positive regulation of epithelial cell proliferation involved in wound healing. Located in cytoplasm; extracellular space; and nucleus. Implicated in Barrett's esophagus; artery disease (multiple); coronary aneurysm; esophagus adenocarcinoma; and multiple sclerosis. Biomarker of Marfan syndrome; clear cell renal cell carcinoma; and thoracic aortic aneurysm.	MGI:97005:Mmp12
AC024592.12	not found
GNAI1	HGNC:4384	GNAI1	G protein subunit alpha i1	Enables several functions, including D2 dopamine receptor binding activity; G protein activity; and GTP binding activity. Involved in several processes, including adenylate cyclase-inhibiting serotonin receptor signaling pathway; positive regulation of cholesterol biosynthetic process; and response to prostaglandin E. Located in several cellular components, including centrosome; midbody; and nuclear lumen. Part of heterotrimeric G-protein complex. Is active in cytosol.	MGI:95771:Gnai1
ZP3	HGNC:13189	ZP3	zona pellucida glycoprotein 3	Enables acrosin binding activity; carbohydrate binding activity; and identical protein binding activity. Involved in several processes, including binding activity of sperm to zona pellucida; negative regulation of binding activity of sperm to zona pellucida; and positive regulation of acrosomal vesicle exocytosis. Located in collagen-containing extracellular matrix; egg coat; and extracellular space.	MGI:99215:Zp3
RP11-382A20.3	not found
ALOXE3	HGNC:13743	ALOXE3	arachidonate epidermal lipoxygenase 3	Enables hepoxilin A3 synthase activity; intramolecular hydroxytransferase activity; and oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen. Involved in fatty acid metabolic process and sphingolipid metabolic process. Predicted to be located in cytosol. Implicated in autosomal recessive congenital ichthyosis 1 and autosomal recessive congenital ichthyosis 3.	MGI:1345140:Aloxe3
PRKCQ	HGNC:9410	PRKCQ	protein kinase C theta	Enables diacylglycerol-dependent serine/threonine kinase activity. Involved in several processes, including negative regulation of T cell apoptotic process; negative regulation of insulin receptor signaling pathway; and positive regulation of NF-kappaB transcription factor activity. Acts upstream of or within positive regulation of telomere maintenance. Located in aggresome and centriolar satellite.	MGI:97601:Prkcq
ADAM23	Multiple entries : 2
AKR1C1	HGNC:384	AKR1C1	aldo-keto reductase family 1 member C1	Enables several functions, including ketosteroid monooxygenase activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; and trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity. Involved in several processes, including cellular response to jasmonic acid stimulus; doxorubicin metabolic process; and retinal metabolic process. Located in cytosol. Biomarker of obesity.	MGI:1918111:Akr1cl | MGI:2145458:Akr1c14 | MGI:1933427:Akr1c6 | MGI:1924587:Akr1c21 | MGI:2151104:Akr1c20
NT5M	HGNC:15769	NT5M	5',3'-nucleotidase, mitochondrial	Predicted to enable 5'-nucleotidase activity. Predicted to be involved in pyrimidine deoxyribonucleotide catabolic process. Predicted to act upstream of or within dUMP catabolic process. Located in mitochondrion.	MGI:1917127:Nt5m
FAM212B	HGNC:28045	INKA2	inka box actin regulator 2	Enables protein kinase binding activity. Located in nucleolus and nucleoplasm.	MGI:1923497:Inka2
GS1-259H13.2	HGNC:53075	TMEM225B	transmembrane protein 225B	Predicted to be involved in negative regulation of phosphatase activity. Predicted to be located in membrane.	N.A.
WNT9A	HGNC:12778	WNT9A	Wnt family member 9A	Enables receptor ligand activity. Involved in canonical Wnt signaling pathway and negative regulation of cell population proliferation. Predicted to be located in extracellular region. Predicted to be active in extracellular space. Implicated in pancreatic cancer. Biomarker of breast cancer and cholangiocarcinoma.	MGI:2446084:Wnt9a
TRIM6-TRIM34	HGNC:33440	TRIM6-TRIM34	TRIM6-TRIM34 readthrough	Predicted to enable zinc ion binding activity. Predicted to be located in cytoplasm.	MGI:4821264:Trim34b | MGI:2137359:Trim34a
CORO6	HGNC:21356	CORO6	coronin 6	Predicted to enable actin filament binding activity. Predicted to be involved in actin filament organization and cell migration.	MGI:2183448:Coro6
ACVR1C	HGNC:18123	ACVR1C	activin A receptor type 1C	Enables activin receptor activity, type I; growth factor binding activity; and nodal binding activity. Involved in several processes, including negative regulation of chorionic trophoblast cell proliferation; negative regulation of trophoblast cell migration; and nodal signaling pathway. Acts upstream of or within positive regulation of apoptotic process and trophectodermal cell proliferation. Part of activin receptor complex.	MGI:2661081:Acvr1c
PCDHGA1	HGNC:8696	PCDHGA1	protocadherin gamma subfamily A, 1	Predicted to enable calcium ion binding activity. Predicted to be involved in cell adhesion. Predicted to be located in membrane. Predicted to be active in plasma membrane.	MGI:1935212:Pcdhga1
ARSJ	HGNC:26286	ARSJ	arylsulfatase family member J	Predicted to enable arylsulfatase activity. Located in actin cytoskeleton.	MGI:2443513:Arsj
XKRX	HGNC:29845	XKRX	XK related X-linked	Predicted to be located in plasma membrane.	MGI:3584011:Xkrx
SDK2	HGNC:19308	SDK2	sidekick cell adhesion molecule 2	Predicted to be involved in homophilic cell adhesion via plasma membrane adhesion molecules; retina morphogenesis in camera-type eye; and synapse assembly. Predicted to be located in plasma membrane. Predicted to be active in synapse.	MGI:2443847:Sdk2
CSNK2A3	Multiple entries : 2
KLK13	HGNC:6361	KLK13	kallikrein related peptidase 13	Enables hydrolase activity. Predicted to be involved in proteolysis. Predicted to act upstream of or within protein processing. Located in cytoplasm. Biomarker of ovarian carcinoma and prostate cancer.	MGI:3615275:Klk13
ABCA13	HGNC:14638	ABCA13	ATP binding cassette subfamily A member 13	Predicted to enable ATPase-coupled transmembrane transporter activity and lipid transporter activity. Involved in positive regulation of cholesterol transport. Located in intracellular vesicle. Implicated in gastric adenocarcinoma.	MGI:2388707:Abca13
WNT5B	HGNC:16265	WNT5B	Wnt family member 5B	Enables signaling receptor binding activity. Involved in chondrocyte differentiation and positive regulation of cell migration. Located in collagen-containing extracellular matrix and extracellular exosome. Biomarker of leiomyoma.	MGI:98959:Wnt5b
PHEX	HGNC:8918	PHEX	phosphate regulating endopeptidase X-linked	Predicted to enable metalloendopeptidase activity. Involved in proteolysis. Predicted to be located in several cellular components, including Golgi apparatus; endoplasmic reticulum; and perinuclear region of cytoplasm. Predicted to be active in plasma membrane. Implicated in X-linked dominant hypophosphatemic rickets.	MGI:107489:Phex
GPLD1	HGNC:4459	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	Enables glycosylphosphatidylinositol phospholipase D activity. Involved in several processes, including GPI anchor release; cell migration involved in sprouting angiogenesis; and cell surface receptor signaling pathway. Located in cytoplasm; extracellular space; and intracellular membrane-bounded organelle.	MGI:106604:Gpld1
CXCL6	HGNC:10643	CXCL6	C-X-C motif chemokine ligand 6	Enables chemokine activity. Involved in several processes, including cellular response to lipopolysaccharide; neutrophil activation; and neutrophil chemotaxis. Predicted to be located in extracellular region. Predicted to be active in extracellular space. Biomarker of obstructive sleep apnea and rhinitis.	MGI:1096868:Cxcl5
RFESD	HGNC:29587	RFESD	Rieske Fe-S domain containing	Predicted to enable 2 iron, 2 sulfur cluster binding activity.	MGI:2145198:Rfesd
POTEF	HGNC:33905	POTEF	POTE ankyrin domain family member F	Predicted to enable protein kinase binding activity. Predicted to be a structural constituent of postsynaptic actin cytoskeleton. Predicted to be involved in axonogenesis and cell motility. Located in blood microparticle and extracellular exosome.	MGI:1914825:Potefam1
ADGRL3	HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3	Enables calcium ion binding activity. Involved in cell-cell adhesion via plasma-membrane adhesion molecules. Located in plasma membrane.	MGI:2441950:Adgrl3
PLA2G4E	HGNC:24791	PLA2G4E	phospholipase A2 group IVE	Enables N-acyltransferase activity. Involved in N-acylphosphatidylethanolamine metabolic process and positive regulation of endocytic recycling. Predicted to be located in early endosome membrane; lysosomal membrane; and plasma membrane. Predicted to be active in cytosol.	MGI:1919144:Pla2g4e
TRIM73	HGNC:18162	TRIM73	tripartite motif containing 73	Predicted to enable ubiquitin protein ligase activity. Predicted to be involved in protein ubiquitination. Located in cytosol.	MGI:2664992:Trim50
SPRR1A	HGNC:11259	SPRR1A	small proline rich protein 1A	A structural constituent of skin epidermis. Involved in keratinocyte differentiation and peptide cross-linking. Located in cornified envelope.	MGI:106660:Sprr1a
UPK3BL	HGNC:37278	UPK3BL1	uroplakin 3B like 1	Predicted to be active in membrane.	MGI:1916915:Upk3bl
SIX1	HGNC:10887	SIX1	SIX homeobox 1	Enables DNA-binding transcription activator activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Involved in positive regulation of transcription by RNA polymerase II and protein localization to nucleus. Located in nucleolus and nucleoplasm. Implicated in autosomal dominant nonsyndromic deafness 23; branchiootorenal syndrome; and nephroblastoma. Biomarker of breast cancer; hepatocellular carcinoma; nephroblastoma; neurilemmoma; and ovarian carcinoma.	MGI:102780:Six1
ADM	HGNC:259	ADM	adrenomedullin	Enables adrenomedullin receptor binding activity. Involved in several processes, including G protein-coupled receptor internalization; G protein-coupled receptor signaling pathway; and regulation of blood circulation. Located in cytoplasm and extracellular space. Implicated in brain infarction; breast cancer; pancreatic cancer; and pulmonary hypertension. Biomarker of several diseases, including artery disease (multiple); gastrointestinal system cancer (multiple); glucose metabolism disease (multiple); insulinoma; and obesity.	MGI:108058:Adm
GPR75-ASB3	HGNC:40043	GPR75-ASB3	GPR75-ASB3 readthrough	Predicted to be involved in protein localization to T-tubule and regulation of cardiac muscle contraction. Predicted to be located in cytosol. Predicted to be active in T-tubule.	MGI:1929749:Asb3
LY6K	HGNC:24225	LY6K	lymphocyte antigen 6 family member K	Predicted to be involved in binding activity of sperm to zona pellucida. Predicted to act upstream of or within flagellated sperm motility. Predicted to be located in cell surface and plasma membrane. Predicted to be active in acrosomal vesicle.	MGI:1923736:Ly6k
BMPR1B	HGNC:1077	BMPR1B	bone morphogenetic protein receptor type 1B	Enables several functions, including ATP binding activity; BMP binding activity; and BMP receptor activity. Involved in several processes, including BMP signaling pathway; positive regulation of bone mineralization; and positive regulation of osteoblast differentiation. Predicted to be located in dendrite; membrane; and neuronal cell body. Predicted to be part of receptor complex. Predicted to be active in plasma membrane. Implicated in acromesomelic dysplasia-3; brachydactyly type A1D; brachydactyly type A2; and osteochondrodysplasia. Biomarker of asthma and pulmonary hypertension.	MGI:107191:Bmpr1b
GPR37	HGNC:4494	GPR37	G protein-coupled receptor 37	Enables several functions, including G protein-coupled receptor activity; Hsp70 protein binding activity; and ubiquitin protein ligase binding activity. Involved in adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway; neuropeptide signaling pathway; and positive regulation of MAPK cascade. Located in cell surface; endoplasmic reticulum; and plasma membrane. Part of receptor complex and ubiquitin ligase complex. Biomarker of Lewy body dementia and Parkinson's disease.	MGI:1313297:Gpr37
TAS2R46	HGNC:18877	TAS2R46	taste 2 receptor member 46	Enables bitter taste receptor activity. Involved in detection of chemical stimulus involved in sensory perception of bitter taste. Predicted to be located in plasma membrane. Predicted to be active in membrane.	MGI:2681256:Tas2r120
SHROOM2	HGNC:630	SHROOM2	shroom family member 2	Predicted to enable actin filament binding activity; beta-catenin binding activity; and protein domain specific binding activity. Predicted to be involved in several processes, including apical protein localization; establishment of melanosome localization; and pigment granule organization. Predicted to act upstream of or within cell-cell junction maintenance and negative regulation of actin filament depolymerization. Located in cortical actin cytoskeleton.	MGI:107194:Shroom2
FBXO15	HGNC:13617	FBXO15	F-box protein 15	Predicted to be located in cytosol. Predicted to be part of SCF ubiquitin ligase complex.	MGI:1354755:Fbxo15
AC253572.1	not found
IL10	HGNC:5962	IL10	interleukin 10	Enables cytokine activity and protein dimerization activity. Involved in several processes, including negative regulation of catabolic process; regulation of macromolecule biosynthetic process; and regulation of signal transduction. Acts upstream of or within several processes, including negative regulation of B cell proliferation; positive regulation of B cell apoptotic process; and positive regulation of signaling receptor activity. Is active in extracellular space. Implicated in several diseases, including artery disease (multiple); autoimmune disease (multiple); eye disease (multiple); gastrointestinal system cancer (multiple); and hematologic cancer (multiple). Biomarker of several diseases, including autoimmune disease (multiple); diabetes mellitus (multiple); eye disease (multiple); gastrointestinal system cancer (multiple); and hematologic cancer (multiple).	MGI:96537:Il10
DMKN	HGNC:25063	DMKN	dermokine	Predicted to be involved in cornified envelope assembly. Predicted to be located in extracellular region. Predicted to be active in extracellular space.	MGI:1920962:Dmkn
IBSP	HGNC:5341	IBSP	integrin binding sialoprotein	Enables integrin binding activity and small molecule binding activity. Involved in positive regulation of cell adhesion. Located in membrane.	MGI:96389:Ibsp
KDM4D	HGNC:25498	KDM4D	lysine demethylase 4D	Enables histone H3K9me2/H3K9me3 demethylase activity. Involved in inflammatory response. Acts upstream of or within several processes, including cellular response to ionizing radiation; double-strand break repair via homologous recombination; and positive regulation of double-strand break repair via nonhomologous end joining. Located in site of double-strand break. Biomarker of nephroblastoma.	MGI:3606484:Kdm4d
ST20	HGNC:33520	ST20	suppressor of tumorigenicity 20	Enables cysteine-type endopeptidase activator activity involved in apoptotic process. Involved in several processes, including apoptotic signaling pathway; cellular response to UV-C; and positive regulation of macromolecule metabolic process.	N.A.
CTD-2105E13.6	not found
CTC-435M10.3	not found
GATSL3	HGNC:34423	CASTOR1	cytosolic arginine sensor for mTORC1 subunit 1	Enables several functions, including arginine binding activity; identical protein binding activity; and protein sequestering activity. Involved in cellular response to L-arginine; cellular response to amino acid starvation; and regulation of TORC1 signaling. Located in GATOR2 complex and cytosol.	MGI:1919212:Castor1
KCNS3	HGNC:6302	KCNS3	potassium voltage-gated channel modifier subfamily S member 3	Predicted to enable potassium channel regulator activity and voltage-gated potassium channel activity. Predicted to be involved in action potential; potassium ion transmembrane transport; and regulation of potassium ion transmembrane transport. Located in Golgi apparatus; cytosol; and plasma membrane.	MGI:1098804:Kcns3
GOLGA8M	HGNC:44404	GOLGA8M	golgin A8 family member M	Predicted to be involved in Golgi organization. Predicted to be located in Golgi apparatus. Predicted to be active in Golgi cis cisterna; Golgi cisterna membrane; and cis-Golgi network.	N.A.
FAM169A	HGNC:29138	FAM169A	family with sequence similarity 169 member A	Predicted to be located in nuclear inner membrane.	MGI:2444268:Fam169a
OPRL1	HGNC:8155	OPRL1	opioid related nociceptin receptor 1	Enables nociceptin receptor activity. Involved in adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway and phospholipase C-activating G protein-coupled receptor signaling pathway. Acts upstream of or within with a positive effect on calcium-mediated signaling. Located in plasma membrane. Biomarker of autism spectrum disorder.	MGI:97440:Oprl1
NDUFA4L2	HGNC:29836	NDUFA4L2	NDUFA4 mitochondrial complex associated like 2	Located in mitochondrion.	MGI:3039567:Ndufa4l2
ANKRD20A2	HGNC:31979	ANKRD20A2P	ankyrin repeat domain 20 family member A2, pseudogene	No description available	N.A.
FGF11	HGNC:3667	FGF11	fibroblast growth factor 11	Predicted to enable sodium channel regulator activity. Predicted to be involved in cell-cell signaling; nervous system development; and signal transduction. Predicted to be active in cytoplasm and nucleus.	MGI:109167:Fgf11
NUPR1	HGNC:29990	NUPR1	nuclear protein 1, transcriptional regulator	Enables DNA binding activity and transcription coactivator activity. Involved in several processes, including negative regulation of autophagosome assembly; negative regulation of programmed cell death; and regulation of generation of precursor metabolites and energy. Acts upstream of or within negative regulation of cell cycle. Located in intercellular bridge; nucleoplasm; and perinuclear region of cytoplasm. Part of protein-DNA complex.	MGI:1891834:Nupr1
HS3ST3A1	HGNC:5196	HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1	Enables [heparan sulfate]-glucosamine 3-sulfotransferase 1 activity. Involved in glycosaminoglycan biosynthetic process. Predicted to be located in Golgi membrane.	MGI:1333861:Hs3st3a1
ADIRF	HGNC:24043	ADIRF	adipogenesis regulatory factor	Involved in positive regulation of fat cell differentiation and positive regulation of transcription by RNA polymerase II. Located in cytosol and nucleoplasm.	N.A.
SCML2	HGNC:10581	SCML2	Scm polycomb group protein like 2	Predicted to enable chromatin binding activity and histone binding activity. Involved in anatomical structure morphogenesis. Located in nucleus. Part of PcG protein complex.	MGI:1340042:Scml2
TRPM6	HGNC:17995	TRPM6	transient receptor potential cation channel subfamily M member 6	Enables calcium ion transmembrane transporter activity and magnesium ion transmembrane transporter activity. Involved in calcium ion transmembrane transport; magnesium ion transmembrane transport; and response to toxic substance. Located in apical plasma membrane. Implicated in intestinal hypomagnesemia 1 and metal metabolism disorder.	MGI:2675603:Trpm6
KLRC1	HGNC:6374	KLRC1	killer cell lectin like receptor C1	Enables HLA-E specific inhibitory MHC class Ib receptor activity and MHC class I protein complex binding activity. Involved in CD8-positive, gamma-delta intraepithelial T cell differentiation; natural killer cell inhibitory signaling pathway; and negative regulation of leukocyte mediated cytotoxicity. Located in plasma membrane. Part of receptor complex. Biomarker of hepatitis C.	MGI:1336161:Klrc1
Multiple Output Below
CLEC2B	HGNC:2053	CLEC2B	C-type lectin domain family 2 member B	Enables identical protein binding activity and receptor ligand activity. Involved in NK T cell activation. Is active in plasma membrane.	N.A.
CLEC2B	HGNC:24356	CLEC1B	C-type lectin domain family 1 member B	Enables transmembrane signaling receptor activity. Involved in signal transduction. Predicted to be located in cell surface and membrane. Predicted to be active in plasma membrane.	MGI:1913287:Clec1b
LCP1	HGNC:20161	TOX4	TOX high mobility group box family member 4	Predicted to enable chromatin DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Located in chromatin and chromosome, telomeric region. Part of PTW/PP1 phosphatase complex.	MGI:1915389:Tox4
LCP1	HGNC:6528	LCP1	lymphocyte cytosolic protein 1	Enables GTPase binding activity; actin filament binding activity; and integrin binding activity. Involved in several processes, including extracellular matrix disassembly; positive regulation of podosome assembly; and protein kinase A signaling. Located in several cellular components, including actin cytoskeleton; focal adhesion; and ruffle. Implicated in nicotine dependence.	MGI:104808:Lcp1
TNC	HGNC:11943	TNNC1	troponin C1, slow skeletal and cardiac type	Enables several functions, including calcium-dependent protein binding activity; cytoskeletal protein binding activity; and protein homodimerization activity. Involved in cardiac muscle contraction; regulation of muscle contraction; and ventricular cardiac muscle tissue morphogenesis. Part of cardiac Troponin complex. Implicated in dilated cardiomyopathy 1Z; hypertrophic cardiomyopathy; and hypertrophic cardiomyopathy 13.	MGI:98779:Tnnc1
TNC	HGNC:5318	TNC	tenascin C	Enables integrin binding activity and syndecan binding activity. Involved in regulation of cell adhesion; regulation of cell growth; and response to wounding. Located in extracellular space; focal adhesion; and membrane. Part of collagen-containing extracellular matrix. Implicated in allergic conjunctivitis; asthma; and autosomal dominant nonsyndromic deafness 56. Biomarker of several diseases, including glioblastoma; intracranial vasospasm; lung disease (multiple); pleural disease (multiple); and pulmonary hypertension.	MGI:101922:Tnc
SRGAP3	HGNC:19744	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	Predicted to enable GTPase activator activity. Predicted to be involved in negative regulation of cell migration and regulation of postsynapse assembly. Is active in postsynapse.	MGI:2152938:Srgap3
SRGAP3	HGNC:19751	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	Enables GTPase activator activity; protein homodimerization activity; and small GTPase binding activity. Involved in several processes, including plasma membrane bounded cell projection organization; substrate adhesion-dependent cell spreading; and synapse assembly. Located in dendritic spine head; lamellipodium; and plasma membrane.	MGI:109605:Srgap2
KRT6C	HGNC:20406	KRT6C	keratin 6C	Predicted to be a structural constituent of skin epidermis. Involved in intermediate filament cytoskeleton organization. Located in extracellular exosome. Implicated in focal or diffuse nonepidermolytic palmoplantar keratoderma.	MGI:1100845:Krt6a | MGI:1333768:Krt6b | MGI:3646939:Gm5414 | MGI:3646318:Gm5478
KRT6C	HGNC:6443	KRT6A	keratin 6A	Predicted to be a structural constituent of skin epidermis. Involved in negative regulation of entry of bacterium into host cell. Located in extracellular exosome; membrane; and nucleus. Implicated in pachyonychia congenita.	MGI:1100845:Krt6a | MGI:1333768:Krt6b | MGI:3646939:Gm5414 | MGI:3646318:Gm5478
FLG	HGNC:3688	FGFR1	fibroblast growth factor receptor 1	Enables several functions, including fibroblast growth factor binding activity; fibroblast growth factor receptor activity; and heparin binding activity. Involved in several processes, including positive regulation of endothelial cell migration; positive regulation of intracellular signal transduction; and protein phosphorylation. Located in plasma membrane. Part of receptor complex. Implicated in several diseases, including Jackson-Weiss syndrome; bone disease (multiple); carcinoma (multiple); hematologic cancer (multiple); and hypogonadotropic hypogonadism (multiple). Biomarker of several diseases, including acoustic neuroma; liver disease (multiple); obesity; prostate cancer; and renal cell carcinoma.	MGI:95522:Fgfr1
FLG	HGNC:3748	FLG	filaggrin	A structural constituent of skin epidermis. Involved in establishment of skin barrier and peptide cross-linking. Located in cornified envelope; cytoplasmic ribonucleoprotein granule; and keratohyalin granule. Implicated in atopic dermatitis 2 and ichthyosis vulgaris.	N.A.
APOBEC3A	HGNC:17343	APOBEC3A	apolipoprotein B mRNA editing enzyme catalytic subunit 3A	Enables cytidine deaminase activity. Involved in several processes, including defense response to symbiont; negative regulation of viral genome replication; and positive regulation of gene expression via chromosomal CpG island demethylation. Located in cytoplasm and nucleoplasm.	N.A.
APOBEC3A	HGNC:44196	APOBEC3A_B	APOBEC3A and APOBEC3B deletion hybrid	Enables cytidine deaminase activity. Involved in several processes, including defense response to symbiont; negative regulation of viral genome replication; and positive regulation of gene expression via chromosomal CpG island demethylation. Located in cytoplasm and nucleoplasm.	N.A.
MME	HGNC:7154	MME	membrane metalloendopeptidase	Enables several functions, including peptidase activity; phospholipid binding activity; and protein homodimerization activity. Involved in several processes, including amyloid-beta clearance by cellular catabolic process; bradykinin catabolic process; and cellular response to UV. Located in several cellular components, including brush border; early endosome; and trans-Golgi network. Implicated in Alzheimer's disease; Charcot-Marie-Tooth disease axonal type 2T; cerebellar ataxia type 43; cerebral amyloid angiopathy; and membranous glomerulonephritis. Biomarker of cerebral amyloid angiopathy and periodontitis.	MGI:97004:Mme
MME	HGNC:7158	MMP12	matrix metallopeptidase 12	Enables several functions, including core promoter sequence-specific DNA binding activity; metal ion binding activity; and metalloendopeptidase activity. Involved in several processes, including elastin catabolic process; negative regulation of endothelial cell-matrix adhesion via fibronectin; and positive regulation of epithelial cell proliferation involved in wound healing. Located in cytoplasm; extracellular space; and nucleus. Implicated in Barrett's esophagus; artery disease (multiple); coronary aneurysm; esophagus adenocarcinoma; and multiple sclerosis. Biomarker of Marfan syndrome; clear cell renal cell carcinoma; and thoracic aortic aneurysm.	MGI:97005:Mmp12
PTX3	HGNC:9006	PITX3	paired like homeodomain 3	Enables sequence-specific double-stranded DNA binding activity. Predicted to be involved in lens development in camera-type eye; nervous system development; and positive regulation of transcription by RNA polymerase II. Predicted to act upstream of or within locomotory behavior; neuron development; and regulation of gene expression. Predicted to be located in chromatin. Predicted to be active in nucleus. Implicated in anterior segment dysgenesis; anterior segment dysgenesis 1; cataract; cataract 11 multiple types; and cataract 9 multiple types.	MGI:1100498:Pitx3
PTX3	HGNC:9692	PTX3	pentraxin 3	Enables complement component C1q complex binding activity; identical protein binding activity; and virion binding activity. Involved in several processes, including negative regulation of exo-alpha-sialidase activity; negative regulation of glycoprotein metabolic process; and negative regulation of viral entry into host cell. Located in extracellular space. Implicated in cystic fibrosis and invasive aspergillosis. Biomarker of hepatitis C; invasive aspergillosis; pelvic inflammatory disease; pulmonary aspergilloma; and toxic shock syndrome.	MGI:104641:Ptx3
FABP5	HGNC:31059	FABP5P1	fatty acid binding protein 5 pseudogene 1	No description available	N.A.
FABP5	HGNC:3560	FABP5	fatty acid binding protein 5	Enables fatty acid binding activity; identical protein binding activity; and long-chain fatty acid transmembrane transporter activity. Involved in lipid transport across blood-brain barrier and long-chain fatty acid transport. Located in cytoplasm and nucleus. Biomarker of prostate cancer and psoriasis.	MGI:101790:Fabp5
SAA1	HGNC:10513	SAA1	serum amyloid A1	Enables G protein-coupled receptor binding activity. Involved in several processes, including leukocyte chemotaxis; positive regulation of cytokine production; and positive regulation of cytosolic calcium ion concentration. Located in extracellular exosome. Part of cytoplasmic microtubule.	MGI:98221:Saa1 | MGI:98222:Saa2
SAA1	HGNC:10514	SAA2	serum amyloid A2	Predicted to be involved in several processes, including negative regulation of macromolecule biosynthetic process; positive regulation of intracellular signal transduction; and response to stilbenoid. Located in extracellular exosome.	MGI:98221:Saa1 | MGI:98222:Saa2
SAA2	HGNC:10513	SAA1	serum amyloid A1	Enables G protein-coupled receptor binding activity. Involved in several processes, including leukocyte chemotaxis; positive regulation of cytokine production; and positive regulation of cytosolic calcium ion concentration. Located in extracellular exosome. Part of cytoplasmic microtubule.	MGI:98221:Saa1 | MGI:98222:Saa2
SAA2	HGNC:10514	SAA2	serum amyloid A2	Predicted to be involved in several processes, including negative regulation of macromolecule biosynthetic process; positive regulation of intracellular signal transduction; and response to stilbenoid. Located in extracellular exosome.	MGI:98221:Saa1 | MGI:98222:Saa2
CD1A	HGNC:1634	CD1A	CD1a molecule	Predicted to enable endogenous lipid antigen binding activity; exogenous lipid antigen binding activity; and lipopeptide binding activity. Predicted to be involved in several processes, including antigen processing and presentation, endogenous lipid antigen via MHC class Ib; antigen processing and presentation, exogenous lipid antigen via MHC class Ib; and positive regulation of T cell mediated cytotoxicity. Predicted to be located in plasma membrane. Predicted to be active in external side of plasma membrane and extracellular space.	N.A.
CD1A	HGNC:1635	CD1B	CD1b molecule	Predicted to enable endogenous lipid antigen binding activity; exogenous lipid antigen binding activity; and lipopeptide binding activity. Predicted to be involved in several processes, including antigen processing and presentation, endogenous lipid antigen via MHC class Ib; antigen processing and presentation, exogenous lipid antigen via MHC class Ib; and positive regulation of T cell mediated cytotoxicity. Located in Golgi apparatus and cytosol.	N.A.
CD1A	HGNC:1636	CD1C	CD1c molecule	Enables glycolipid binding activity; lipid antigen binding activity; and lipopeptide binding activity. Involved in T cell activation involved in immune response. Located in Golgi apparatus and endoplasmic reticulum.	N.A.
CD1A	HGNC:1637	CD1D	CD1d molecule	Enables cell adhesion molecule binding activity and exogenous lipid antigen binding activity. Involved in antigen processing and presentation, endogenous lipid antigen via MHC class Ib and positive regulation of T cell proliferation. Located in cell surface; endoplasmic reticulum; and lysosome. Implicated in pulmonary tuberculosis. Biomarker of dengue hemorrhagic fever; stomach cancer; and urinary schistosomiasis.	MGI:107674:Cd1d1 | MGI:107675:Cd1d2
CD1A	HGNC:1638	CD1E	CD1e molecule	Predicted to enable endogenous lipid antigen binding activity; exogenous lipid antigen binding activity; and lipopeptide binding activity. Predicted to be involved in several processes, including antigen processing and presentation, endogenous lipid antigen via MHC class Ib; antigen processing and presentation, exogenous lipid antigen via MHC class Ib; and positive regulation of T cell mediated cytotoxicity. Located in Golgi apparatus and nucleolus.	N.A.
DGCR6	HGNC:18551	DGCR6L	DiGeorge syndrome critical region gene 6 like	Predicted to be located in nucleus.	MGI:1202877:Dgcr6
DGCR6	HGNC:2846	DGCR6	DiGeorge syndrome critical region gene 6	Predicted to be involved in animal organ morphogenesis and cell adhesion. Predicted to be located in extracellular matrix.	MGI:1202877:Dgcr6
CGB7	HGNC:16451	CGB7	chorionic gonadotropin subunit beta 7	Predicted to enable hormone activity. Predicted to be involved in G protein-coupled receptor signaling pathway. Predicted to be located in extracellular region. Predicted to be active in cytoplasm and extracellular space.	MGI:96782:Lhb
